ID	Category	English	Korean	Occurrences	Tank	ResourcePath	Line	LineText
aeb02a0b01c8	B099 confirmed visible GAS	Enable minimap	미니맵 사용	1	lazarus_logic.dsres	ui/interfaces/backend/multiplayer_timer/normal_with_minimap/multiplayer_timer.gas	176	"text = ""Enable minimap"";"
78f470741b25	B099 confirmed visible GAS	Options Menu	옵션 메뉴	1	lazarus_logic.dsres	ui/interfaces/backend/options_audio/options_audio.gas	44	"text = ""Options Menu"";"
269f50b607bc	B099 confirmed visible GAS	Master Volume	전체 음량	1	lazarus_logic.dsres	ui/interfaces/backend/options_audio/options_audio.gas	324	"text = ""Master Volume"";"
2c66e0cbdd8f	B099 confirmed visible GAS	Music Volume	음악 음량	1	lazarus_logic.dsres	ui/interfaces/backend/options_audio/options_audio.gas	391	"text = ""Music Volume"";"
0d8a44dde38a	B099 confirmed visible GAS	SFX Volume	효과음 음량	1	lazarus_logic.dsres	ui/interfaces/backend/options_audio/options_audio.gas	454	"text = ""SFX Volume"";"
e93edac03b93	B099 confirmed visible GAS	Ambient Volume	환경음 음량	1	lazarus_logic.dsres	ui/interfaces/backend/options_audio/options_audio.gas	521	"text = ""Ambient Volume"";"
fa92a082973d	B099 confirmed visible GAS	Voice Volume	음성 음량	1	lazarus_logic.dsres	ui/interfaces/backend/options_audio/options_audio.gas	584	"text = ""Voice Volume"";"
b9538ec6d19e	B099 confirmed visible GAS	Options Menu	옵션 메뉴	1	lazarus_logic.dsres	ui/interfaces/backend/options_bindings/options_bindings.gas	43	"text = ""Options Menu"";"
e9ac1e993336	B099 confirmed visible GAS	Options Menu	옵션 메뉴	1	lazarus_logic.dsres	ui/interfaces/backend/options_game/options_game.gas	45	"text = ""Options Menu"";"
1ec648580e3c	B099 confirmed visible GAS	Display Onscreen Framerate	화면에 프레임률 표시	1	lazarus_logic.dsres	ui/interfaces/backend/options_game/options_game.gas	280	"text = ""Display Onscreen Framerate"";"
1d76f990be11	B099 confirmed visible GAS	Raise App Priority	프로그램 우선순위 높이기	1	lazarus_logic.dsres	ui/interfaces/backend/options_game/options_game.gas	328	"text = ""Raise App Priority"";"
bd1cb50baa52	B099 confirmed visible GAS	Text Scroll Rate	문구 스크롤 속도	1	lazarus_logic.dsres	ui/interfaces/backend/options_game/options_game.gas	376	"text = ""Text Scroll Rate"";"
8ca4bc68e1d0	B099 confirmed visible GAS	Maximum Text Displayed	최대 표시 문구 수	1	lazarus_logic.dsres	ui/interfaces/backend/options_game/options_game.gas	443	"text = ""Maximum Text Displayed"";"
d91c3000dbc2	B099 confirmed visible GAS	Game Speed	게임 속도	1	lazarus_logic.dsres	ui/interfaces/backend/options_game/options_game.gas	516	"text = ""Game Speed"";"
334c5e5ec843	B099 confirmed visible GAS	Tutorial Tips	튜토리얼 도움말	1	lazarus_logic.dsres	ui/interfaces/backend/options_game/options_game.gas	589	"text = ""Tutorial Tips"";"
625ad8ff860e	B099 confirmed visible GAS	Game Difficulty	게임 난이도	1	lazarus_logic.dsres	ui/interfaces/backend/options_game/options_game.gas	637	"text = ""Game Difficulty"";"
c343d7b57334	B099 confirmed visible GAS	Show Rollover Help	마우스 오버 도움말 표시	1	lazarus_logic.dsres	ui/interfaces/backend/options_game/options_game.gas	749	"text = ""Show Rollover Help"";"
40bcc76f4478	B099 confirmed visible GAS	Blood Color	혈흔 색상	1	lazarus_logic.dsres	ui/interfaces/backend/options_game/options_game.gas	798	"text = ""Blood Color"";"
eec006c5a9eb	B099 confirmed visible GAS	Receive ZoneMatch messages from:	ZoneMatch 메시지 수신 대상:	1	lazarus_logic.dsres	ui/interfaces/backend/options_game/options_game.gas	900	"text = ""Receive ZoneMatch messages from:"";"
e97c03969abd	B099 confirmed visible GAS	Options Menu	옵션 메뉴	1	lazarus_logic.dsres	ui/interfaces/backend/options_input/options_input.gas	43	"text = ""Options Menu"";"
adf2f42c9ad7	B099 confirmed visible GAS	Invert Camera X-Axis	카메라 X축 반전	1	lazarus_logic.dsres	ui/interfaces/backend/options_input/options_input.gas	307	"text = ""Invert Camera X-Axis"";"
faf7369f496b	B099 confirmed visible GAS	Invert Camera Y-Axis	카메라 Y축 반전	1	lazarus_logic.dsres	ui/interfaces/backend/options_input/options_input.gas	353	"text = ""Invert Camera Y-Axis"";"
2e0c332a62e8	B099 confirmed visible GAS	Use Screen Edge Tracking	화면 가장자리 추적 사용	1	lazarus_logic.dsres	ui/interfaces/backend/options_input/options_input.gas	399	"text = ""Use Screen Edge Tracking"";"
5966a2f948e0	B099 confirmed visible GAS	Camera Sensitivity	카메라 감도	1	lazarus_logic.dsres	ui/interfaces/backend/options_input/options_input.gas	445	"text = ""Camera Sensitivity"";"
510b68920ab5	B099 confirmed visible GAS	Mouse Sensitivity	마우스 감도	1	lazarus_logic.dsres	ui/interfaces/backend/options_input/options_input.gas	509	"text = ""Mouse Sensitivity"";"
47db0c7e81de	B099 confirmed visible GAS	Lock Camera X-Axis	카메라 X축 고정	1	lazarus_logic.dsres	ui/interfaces/backend/options_input/options_input.gas	572	"text = ""Lock Camera X-Axis"";"
4affb1d36df9	B099 confirmed visible GAS	Lock Camera Y-Axis	카메라 Y축 고정	1	lazarus_logic.dsres	ui/interfaces/backend/options_input/options_input.gas	618	"text = ""Lock Camera Y-Axis"";"
2b4d9c079e97	B099 confirmed visible GAS	Options Menu	옵션 메뉴	1	lazarus_logic.dsres	ui/interfaces/backend/options_video/options_video.gas	44	"text = ""Options Menu"";"
922371fe67e5	B099 confirmed visible GAS	Screen Resolution	화면 해상도	1	lazarus_logic.dsres	ui/interfaces/backend/options_video/options_video.gas	282	"text = ""Screen Resolution"";"
25b701733ae9	B099 confirmed visible GAS	Texture Filtering	텍스처 필터링	1	lazarus_logic.dsres	ui/interfaces/backend/options_video/options_video.gas	485	"text = ""Texture Filtering"";"
9742df139e4f	B099 confirmed visible GAS	Gamma Correction	감마 보정	1	lazarus_logic.dsres	ui/interfaces/backend/options_video/options_video.gas	532	"text = ""Gamma Correction"";"
f05ff6d96869	B099 confirmed visible GAS	Object Detail	오브젝트 세부 묘사	1	lazarus_logic.dsres	ui/interfaces/backend/options_video/options_video.gas	597	"text = ""Object Detail"";"
4b0593d0b9cb	B099 confirmed visible GAS	Previous Tip	이전 도움말	1	britannia_logic.dsres	ui/interfaces/backend/world_tip/world_tip.gas	267	"text = ""Previous Tip"";"
230f1e673e94	B099 confirmed visible GAS	Next Tip	다음 도움말	1	britannia_logic.dsres	ui/interfaces/backend/world_tip/world_tip.gas	319	"text = ""Next Tip"";"
723906a28687	B099 confirmed visible GAS	Disable tips	도움말 끄기	1	britannia_logic.dsres	ui/interfaces/backend/world_tip/world_tip.gas	491	"text = ""Disable tips"";"
3e9c229ca1f1	B099 confirmed visible GAS	Tip: 1 of 10	도움말: 10개 중 1개	1	britannia_logic.dsres	ui/interfaces/backend/world_tip/world_tip.gas	663	"text = ""Tip: 1 of 10"";"
cf5b9d277c0c	B099 confirmed visible GAS	An unending darkness engulfs thee...	끝없는 어둠이 그대를 집어삼킨다...	1	britannia_logic.dsres	ui/interfaces/britannia/ui_avatar_death.gas	48	"text = ""An unending darkness engulfs thee..."";"
edf57de9de1c	B099 confirmed visible GAS	Enable Scheduling Debug (DSMOD)	일정 디버그 사용(DSMOD)	1	britannia_logic.dsres	ui/interfaces/britannia/ui_custom_options.gas	331	"text = ""Enable Scheduling Debug (DSMOD)"";"
8df1cb921a92	B099 confirmed visible GAS	Enable Boat Debug System	선박 디버그 시스템 사용	1	britannia_logic.dsres	ui/interfaces/britannia/ui_custom_options.gas	354	"text = ""Enable Boat Debug System"";"
4360a30647c6	B099 confirmed visible GAS	Enable Mob Debug (DSMOD)	몹 디버그 사용(DSMOD)	1	britannia_logic.dsres	ui/interfaces/britannia/ui_custom_options.gas	377	"text = ""Enable Mob Debug (DSMOD)"";"
bbc7210ea998	B099 confirmed visible GAS	Debug Settings	디버그 설정	1	britannia_logic.dsres	ui/interfaces/britannia/ui_custom_options.gas	488	"text = ""Debug Settings"";"
db2b780b43fc	B099 confirmed visible GAS	Wilt thou come quietly?	순순히 따라오겠는가?	1	britannia_logic.dsres	ui/interfaces/britannia/ui_guard_query.gas	75	"text = ""Wilt thou come quietly?"";"
8eb5e7f95a61	B099 confirmed visible GAS	Town Guard	도시 경비병	1	britannia_logic.dsres	ui/interfaces/britannia/ui_guard_query.gas	108	"text = ""Town Guard"";"
f63a3578b5bb	B099 confirmed visible GAS	Blood Moss:	혈이끼:	1	britannia_logic.dsres	ui/interfaces/britannia/ui_spellbook.gas	332	"text = ""Blood Moss:"";"
60bf6ad947a9	B099 confirmed visible GAS	Spider Silk:	거미줄:	1	britannia_logic.dsres	ui/interfaces/britannia/ui_spellbook.gas	376	"text = ""Spider Silk:"";"
aaa7dfae3ade	B099 confirmed visible GAS	Mandrake Root:	맨드레이크 뿌리:	1	britannia_logic.dsres	ui/interfaces/britannia/ui_spellbook.gas	486	"text = ""Mandrake Root:"";"
2b347f7970c2	B099 confirmed visible GAS	Black Pearl:	흑진주:	1	britannia_logic.dsres	ui/interfaces/britannia/ui_spellbook.gas	596	"text = ""Black Pearl:"";"
200e7f2b7ca4	B099 confirmed visible GAS	Sulfurous Ash:	유황재:	1	britannia_logic.dsres	ui/interfaces/britannia/ui_spellbook.gas	1421	"text = ""Sulfurous Ash:"";"
5bcc55866360	B099 confirmed visible GAS	Bookmark Spell	주문 즐겨찾기	1	britannia_logic.dsres	ui/interfaces/britannia/ui_spellbook.gas	1495	"text = ""Bookmark Spell"";"
2ba5e677635e	B099 confirmed visible GAS	About Dungeon Siege	던전 시즈 정보	1	lazarus_logic.dsres	ui/interfaces/frontend/about_dialog/about_dialog.gas	76	"text = ""About Dungeon Siege"";"
ad5155f7aab1	B099 confirmed visible GAS	No continuable game available.	계속할 수 있는 게임이 없습니다.	1	lazarus_logic.dsres	ui/interfaces/frontend/continue_dialog/continue_dialog.gas	55	"text = ""No continuable game available."";"
f8a6a0dd4ac9	B099 confirmed visible GAS	Confirm Save File Deletion	저장 파일 삭제 확인	1	lazarus_logic.dsres	ui/interfaces/frontend/save_delete_confirm/save_delete_confirm.gas	116	"text = ""Confirm Save File Deletion"";"
950cffcc804e	B099 confirmed visible GAS	Are you sure you wish to delete this save game file?	이 저장 파일을 정말 삭제하시겠습니까?	1	lazarus_logic.dsres	ui/interfaces/frontend/save_delete_confirm/save_delete_confirm.gas	132	"text = ""Are you sure you wish to delete this save game file?"";"
5f4e116953b0	B099 confirmed visible GAS	You must enter a name for your character.	캐릭터 이름을 입력해야 합니다.	1	lazarus_logic.dsres	ui/interfaces/frontend/select_name_dialog/select_name_dialog.gas	53	"text = ""You must enter a name for your character."";"
4aea088b0ea2	B099 confirmed visible GAS	Advanced Debug	고급 디버그	1	lazarus_logic.dsres	ui/interfaces/lazarus/ui_lazarus_convo.gas	787	"text = ""Advanced Debug"";"
70515c11ec0b	B099 confirmed visible GAS	Awaken All	전체 각성	1	britannia_logic.dsres	ui/user_education_tooltips.gas	308	"spell_rollover_101 = ""Awaken All"";"
1b971cc27f04	B099 confirmed visible GAS	Detect Magic	마법 탐지	1	britannia_logic.dsres	ui/user_education_tooltips.gas	311	"spell_rollover_104 = ""Detect Magic"";"
b4d88b0059bb	B099 confirmed visible GAS	Detect Trap	함정 탐지	1	britannia_logic.dsres	ui/user_education_tooltips.gas	312	"spell_rollover_105 = ""Detect Trap"";"
9161d6efaa42	B099 confirmed visible GAS	Dispel Magic	마법 해제	1	britannia_logic.dsres	ui/user_education_tooltips.gas	313	"spell_rollover_106 = ""Dispel Magic"";"
1da72c960272	B099 confirmed visible GAS	Force Bolt	충격탄	1	britannia_logic.dsres	ui/user_education_tooltips.gas	320	"spell_rollover_203 = ""Force Bolt"";"
ca8d2ad8756a	B099 confirmed visible GAS	Magic Lock	마법 잠금	1	britannia_logic.dsres	ui/user_education_tooltips.gas	335	"spell_rollover_306 = ""Magic Lock"";"
833c4c7ded8e	B099 confirmed visible GAS	Mass Awaken	광역 각성	1	britannia_logic.dsres	ui/user_education_tooltips.gas	336	"spell_rollover_307 = ""Mass Awaken"";"
88a909901e62	B099 confirmed visible GAS	Mass Sleep	광역 수면	1	britannia_logic.dsres	ui/user_education_tooltips.gas	337	"spell_rollover_308 = ""Mass Sleep"";"
1765b45765e8	B099 confirmed visible GAS	Summon Beast	야수 소환	1	britannia_logic.dsres	ui/user_education_tooltips.gas	341	"spell_rollover_401 = ""Summon Beast"";"
86dd05010c38	B099 confirmed visible GAS	Mass Dispel	광역 해제	1	britannia_logic.dsres	ui/user_education_tooltips.gas	345	"spell_rollover_405 = ""Mass Dispel"";"
51bbb96ec320	B099 confirmed visible GAS	Wind Change	바람 변경	1	britannia_logic.dsres	ui/user_education_tooltips.gas	348	"spell_rollover_408 = ""Wind Change"";"
c95e15106cca	B099 confirmed visible GAS	Flame Wind	화염 폭풍	1	britannia_logic.dsres	ui/user_education_tooltips.gas	363	"spell_rollover_604 = ""Flame Wind"";"
4bb0794cccda	B099 confirmed visible GAS	Hail Storm	우박 폭풍	1	britannia_logic.dsres	ui/user_education_tooltips.gas	364	"spell_rollover_605 = ""Hail Storm"";"
3e77e70cd0aa	B099 confirmed visible GAS	Mass Protect	광역 보호	1	britannia_logic.dsres	ui/user_education_tooltips.gas	365	"spell_rollover_606 = ""Mass Protect"";"
d8be1093ba70	B099 confirmed visible GAS	Lightning Bolt	번개 화살	1	britannia_logic.dsres	ui/user_education_tooltips.gas	371	"spell_rollover_702 = ""Lightning Bolt"";"
7776a25e1870	B099 confirmed visible GAS	Energy Wind	에너지 바람	1	britannia_logic.dsres	ui/user_education_tooltips.gas	372	"spell_rollover_703 = ""Energy Wind"";"
99ae97bad95a	B099 confirmed visible GAS	Mass Curse	광역 저주	1	britannia_logic.dsres	ui/user_education_tooltips.gas	375	"spell_rollover_706 = ""Mass Curse"";"
5fabfcb13338	B099 confirmed visible GAS	Mass Invisibility	광역 투명화	1	britannia_logic.dsres	ui/user_education_tooltips.gas	376	"spell_rollover_707 = ""Mass Invisibility"";"
4036ab5ab37b	B099 confirmed visible GAS	Death Wind	죽음의 바람	1	britannia_logic.dsres	ui/user_education_tooltips.gas	379	"spell_rollover_801 = ""Death Wind"";"
dd11fe68e1ec	B099 confirmed visible GAS	Mass Charm	광역 매혹	1	britannia_logic.dsres	ui/user_education_tooltips.gas	380	"spell_rollover_802 = ""Mass Charm"";"
3ee5f4f9e615	B099 confirmed visible GAS	Grand Summon	대소환	1	britannia_logic.dsres	ui/user_education_tooltips.gas	383	"spell_rollover_805 = ""Grand Summon"";"
b06e06e59329	B099 confirmed visible GAS	Little Girl	어린 소녀	1	britannia_logic.dsres	world/contentdb/templates/britannia/actors/evil/pb_evil_humans.gas	1040	"screen_name = ""Little Girl"";"
80ed54050960	B099 confirmed visible GAS	Lord British	로드 브리티시	1	lazarus_logic.dsres	world/contentdb/templates/britannia/actors/npcs/npc_misc/npc_lordbritish_template.gas	62	"screen_name=""Lord British"";"
b7c41e34142f	B099 confirmed visible GAS	Lord British	로드 브리티시	1	lazarus_logic.dsres	world/contentdb/templates/britannia/actors/npcs/npc_misc/npc_lordbritish_template.gas	116	"screen_name=""Lord British"";"
855279eede8f	B099 confirmed visible GAS	Madame Pendra	마담 펜드라	1	lazarus_logic.dsres	world/contentdb/templates/britannia/actors/npcs/npc_ow07_yew/npc_madamependra_template.gas	61	"screen_name=""Madame Pendra"";"
b31d23112640	B099 confirmed visible GAS	Madame Pendra	마담 펜드라	1	lazarus_logic.dsres	world/contentdb/templates/britannia/actors/npcs/npc_ow07_yew/npc_madamependra_template.gas	125	"screen_name=""Madame Pendra"";"
